t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,vision_sequence,vision_status,reason,left_cmd,right_cmd,healthy
0.405,658.0,1088.0,1025.0,869.0,0.5077,0.8929,0.6748,0.6544,0.6646,0,0,0,0,0,0,1,-5.0,31.0,1372.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.425,655.0,1085.0,1049.0,886.0,0.5077,0.8988,0.6748,0.6544,0.6646,0,0,0,0,0,0,1,3.0,326.0,1372.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.445,658.0,1084.0,1053.0,904.0,0.5077,0.8988,0.733,0.7081,0.7205,0,0,0,0,0,0,1,-5.0,574.0,1372.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.465,657.0,1075.0,1048.0,896.0,0.5046,0.8968,0.733,0.7416,0.7373,0,0,0,0,0,0,1,-5.0,295.0,1372.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.486,650.0,1090.0,1046.0,888.0,0.5046,0.8968,0.7306,0.7416,0.7361,0,0,0,0,0,0,1,34.0,327.0,1373.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.506,648.0,1084.0,1047.0,875.0,0.483,0.8968,0.7282,0.7148,0.7215,0,0,0,0,0,0,1,-5.0,245.0,1374.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.526,640.0,1097.0,1054.0,872.0,0.4768,0.9087,0.7282,0.6711,0.6996,0,0,0,0,0,0,1,50.0,622.0,1384.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.546,655.0,1100.0,1061.0,901.0,0.4768,0.9226,0.7451,0.6711,0.7081,0,0,0,0,0,0,1,83.0,409.0,1388.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.566,663.0,1109.0,1052.0,905.0,0.4985,0.9286,0.7451,0.7584,0.7518,0,0,0,0,0,0,1,59.0,622.0,1374.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.586,663.0,1109.0,1052.0,905.0,0.5232,0.9464,0.7403,0.7718,0.7561,0,0,0,0,0,0,1,59.0,622.0,1374.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.606,666.0,1102.0,1048.0,864.0,0.5232,0.9464,0.7403,0.7718,0.7561,0,0,0,0,0,0,1,73.0,784.0,1369.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.627,691.0,1122.0,1059.0,906.0,0.5325,0.9464,0.7403,0.7718,0.7561,0,0,0,0,0,0,1,23.0,193.0,1354.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.647,680.0,1129.0,1063.0,908.0,0.5759,0.9722,0.7573,0.7752,0.7662,0,0,0,0,0,0,1,68.0,475.0,1312.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.667,656.0,1121.0,1069.0,909.0,0.5759,0.9722,0.767,0.7819,0.7744,0,0,0,0,0,0,1,-360.0,360.0,1310.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.687,669.0,1136.0,1080.0,920.0,0.5418,0.9861,0.7816,0.7852,0.7834,0,0,0,0,0,0,1,14.0,541.0,1309.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.707,689.0,1147.0,1086.0,911.0,0.5418,1.0,0.8083,0.7919,0.8001,0,0,0,0,0,0,1,-28.0,409.0,1245.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
0.728,694.0,1140.0,1085.0,928.0,0.6037,1.0079,0.8204,0.8221,0.8213,0,0,0,0,0,0,1,-8.0,574.0,1229.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.748,696.0,1165.0,1106.0,937.0,0.6192,1.0218,0.8228,0.849,0.8359,0,0,0,0,0,0,1,-14.0,897.0,1227.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.768,704.0,1177.0,1119.0,949.0,0.6254,1.0575,0.8714,0.8792,0.8753,0,0,0,0,0,0,1,14.0,622.0,1197.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.788,709.0,1183.0,1115.0,942.0,0.6502,1.0813,0.8932,0.896,0.8946,0,0,0,0,0,0,1,-108.0,511.0,1196.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.808,715.0,1194.0,1109.0,939.0,0.6656,1.0933,0.8932,0.896,0.8946,0,0,0,0,0,0,1,35.0,687.0,1195.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.828,722.0,1189.0,1115.0,959.0,0.6842,1.1052,0.8932,0.896,0.8946,0,0,0,0,0,0,1,-23.0,516.0,1226.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.848,726.0,1198.0,1128.0,965.0,0.7059,1.1151,0.8932,0.953,0.9231,0,0,0,0,0,0,1,-28.0,541.0,1196.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.869,729.0,1196.0,1134.0,959.0,0.7183,1.119,0.9248,0.953,0.9389,0,0,0,0,0,0,1,-4.0,703.0,1214.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.889,738.0,1208.0,1138.0,948.0,0.7276,1.123,0.9393,0.953,0.9462,0,0,0,0,0,0,1,-4.0,557.0,1226.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.909,737.0,1225.0,1145.0,932.0,0.7523,1.1429,0.949,0.9161,0.9326,0,0,0,0,0,0,1,7.0,1168.0,1231.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.93,728.0,1233.0,1150.0,947.0,0.7523,1.1766,0.966,0.9128,0.9394,0,0,0,0,0,0,1,7.0,756.0,1198.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,,stale,直线退离完成，开始转向,550,-550,1
0.95,740.0,1240.0,1153.0,955.0,0.7523,1.1925,0.9782,0.9128,0.9455,0,0,0,0,0,0,1,6.0,1108.0,1198.0,1,1,1,shovel_guard,HANGED,EDGE_TURN,WAIT,HANGED,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空，停车,0,0,1
0.97,740.0,1240.0,1153.0,955.0,0.7616,1.2063,0.9854,0.9396,0.9625,0,0,0,0,0,0,1,6.0,1108.0,1198.0,1,0,1,shovel_guard,HANGED,EDGE_TURN,WAIT,HANGED,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空，停车,0,0,1
0.99,748.0,1249.0,1155.0,962.0,0.7616,1.2063,0.9854,0.9396,0.9625,0,0,0,0,0,0,1,23.0,786.0,1178.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.01,745.0,1243.0,1153.0,956.0,0.7771,1.2123,0.9854,0.943,0.9642,0,0,0,0,0,0,1,-5.0,770.0,1166.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.03,749.0,1266.0,1161.0,927.0,0.7864,1.2242,0.9903,0.943,0.9666,0,0,0,0,0,0,1,-5.0,759.0,1166.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.051,755.0,1267.0,1159.0,967.0,0.7895,1.2579,1.0,0.943,0.9715,0,0,0,0,0,0,1,6.0,1093.0,1183.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.071,760.0,1268.0,1162.0,994.0,0.808,1.2599,1.0049,0.9799,0.9924,0,0,0,0,0,0,1,-5.0,786.0,1150.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.091,763.0,1287.0,1162.0,994.0,0.8235,1.2619,1.0073,1.0705,1.0389,0,0,0,0,0,0,1,-5.0,718.0,1151.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.111,768.0,1290.0,1166.0,993.0,0.8328,1.2996,1.0073,1.0705,1.0389,0,0,0,0,0,0,1,5.0,930.0,1148.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.131,772.0,1278.0,1173.0,994.0,0.8483,1.2996,1.017,1.0705,1.0437,0,0,0,0,0,0,1,-3.0,1029.0,1134.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.152,773.0,1292.0,1183.0,1012.0,0.8607,1.3056,1.034,1.0705,1.0522,0,0,0,0,0,0,1,-4.0,755.0,1152.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.172,774.0,1309.0,1192.0,1031.0,0.8638,1.3095,1.0583,1.1309,1.0946,0,0,0,0,0,0,1,-4.0,818.0,1136.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.192,776.0,1321.0,1192.0,1049.0,0.8669,1.3433,1.0801,1.1946,1.1374,0,0,0,0,0,0,1,-4.0,835.0,1149.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.212,774.0,1323.0,1201.0,1059.0,0.8669,1.3671,1.0801,1.255,1.1676,0,0,0,0,0,0,1,8.0,720.0,1134.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.232,787.0,1326.0,1197.0,1059.0,0.8731,1.371,1.0922,1.2886,1.1904,0,0,0,0,0,0,1,-77.0,1168.0,1168.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.252,794.0,1345.0,1207.0,1072.0,0.9071,1.377,1.1019,1.2886,1.1953,0,0,0,0,0,0,1,-10.0,866.0,1135.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.272,800.0,1361.0,1216.0,1084.0,0.9288,1.4147,1.1165,1.3322,1.2244,0,0,0,0,0,0,1,-5.0,899.0,1118.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,,stale,铲子悬空确认，倒车收回,-400,-400,1
1.292,807.0,1380.0,1219.0,1094.0,0.969,1.4841,1.1456,1.406,1.2758,0,0,0,0,0,0,1,-5.0,671.0,1150.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,等待滤波窗口,0,0,1
1.312,808.0,1389.0,1237.0,1098.0,0.9706,1.4931,1.1675,1.4128,1.2901,0,0,0,0,0,0,1,-5.0,896.0,1152.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,等待滤波窗口,0,0,1
1.333,816.0,1388.0,1243.0,1106.0,0.9721,1.5,1.1893,1.4195,1.3044,0,0,0,0,0,0,1,-5.0,962.0,1148.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.353,820.0,1394.0,1237.0,1101.0,0.9969,1.502,1.1893,1.4295,1.3094,0,0,0,0,0,0,1,2.0,962.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.373,826.0,1402.0,1239.0,1093.0,1.0093,1.5119,1.1942,1.4295,1.3119,0,0,0,0,0,0,1,-5.0,994.0,1152.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.393,826.0,1402.0,1239.0,1093.0,1.0279,1.5278,1.1942,1.4027,1.2984,0,0,0,0,0,0,1,-5.0,994.0,1152.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.413,833.0,1413.0,1243.0,1082.0,1.0279,1.5278,1.1942,1.4027,1.2984,0,0,0,0,0,0,1,-4.0,1123.0,1149.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.433,832.0,1414.0,1248.0,1097.0,1.0464,1.5496,1.2039,1.4027,1.3033,0,0,0,0,0,0,1,-5.0,994.0,1183.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.453,829.0,1409.0,1244.0,1103.0,1.0464,1.5496,1.2063,1.4161,1.3112,0,0,0,0,0,0,1,-4.0,851.0,1166.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.473,828.0,1412.0,1244.0,1104.0,1.0372,1.5476,1.2063,1.4362,1.3213,0,0,0,0,0,0,1,-5.0,756.0,1156.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.494,828.0,1413.0,1238.0,1102.0,1.0341,1.5476,1.2063,1.4362,1.3213,0,0,0,0,0,0,1,8.0,946.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.514,831.0,1417.0,1238.0,1104.0,1.0341,1.5496,1.1917,1.4396,1.3157,0,0,0,0,0,0,1,-5.0,736.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.534,830.0,1416.0,1237.0,1103.0,1.0402,1.5556,1.1917,1.4362,1.314,0,0,0,0,0,0,1,-5.0,1248.0,1153.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.555,825.0,1405.0,1229.0,1096.0,1.0402,1.5556,1.1893,1.4362,1.3128,0,0,0,0,0,0,1,-3.0,929.0,1147.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.575,826.0,1407.0,1231.0,1099.0,1.0279,1.5377,1.1748,1.4228,1.2988,0,0,0,0,0,0,1,-6.0,1014.0,1152.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.595,824.0,1403.0,1229.0,1097.0,1.0248,1.5337,1.1699,1.4161,1.293,0,0,0,0,0,0,1,-4.0,1109.0,1137.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.615,825.0,1405.0,1230.0,1098.0,1.0248,1.5337,1.1723,1.4195,1.2959,0,0,0,0,0,0,1,-6.0,977.0,1135.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.636,823.0,1400.0,1227.0,1096.0,1.0217,1.5298,1.1699,1.4161,1.293,0,0,0,0,0,0,1,-4.0,868.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.656,824.0,1404.0,1229.0,1096.0,1.0217,1.5317,1.1699,1.4128,1.2913,0,0,0,0,0,0,1,-4.0,1249.0,1137.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.676,825.0,1409.0,1236.0,1100.0,1.0217,1.5317,1.1699,1.4128,1.2913,0,0,0,0,0,0,1,-3.0,1030.0,1136.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.696,822.0,1401.0,1235.0,1097.0,1.0217,1.5317,1.1845,1.4161,1.3003,0,0,0,0,0,0,1,-93.0,1136.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.716,813.0,1382.0,1222.0,1082.0,1.0155,1.5258,1.1845,1.4161,1.3003,0,0,0,0,0,0,1,-4.0,940.0,1150.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
1.736,820.0,1396.0,1236.0,1087.0,1.0093,1.5159,1.1845,1.3826,1.2835,0,0,0,0,0,0,1,-5.0,1171.0,1184.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,按区域分级巡航,450,450,1
