t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,vision_sequence,vision_status,reason,left_cmd,right_cmd,healthy
1.01,699.0,1365.0,1019.0,966.0,0.6471,1.4544,0.6966,1.0537,0.8751,0,0,0,0,0,0,1,1335.0,62.0,955.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.03,684.0,1366.0,1009.0,961.0,0.6347,1.4563,0.6602,0.9765,0.8184,0,0,0,0,0,0,1,1353.0,23.0,970.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.05,683.0,1374.0,1018.0,962.0,0.5882,1.4563,0.6578,0.9631,0.8104,0,0,0,0,0,0,1,1353.0,23.0,1004.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.07,675.0,1324.0,1028.0,945.0,0.5851,1.4563,0.6578,0.9597,0.8087,0,0,0,0,0,0,1,1351.0,23.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.09,678.0,1333.0,1026.0,972.0,0.5697,1.3909,0.6772,0.9631,0.8201,0,0,0,0,0,0,1,1362.0,23.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.11,678.0,1333.0,1026.0,972.0,0.5697,1.3909,0.6772,0.9966,0.8369,0,0,0,0,0,0,1,1362.0,23.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.13,671.0,1370.0,1020.0,972.0,0.5697,1.3909,0.6772,0.9966,0.8369,0,0,0,0,0,0,1,1359.0,23.0,1007.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.15,670.0,1360.0,1029.0,972.0,0.548,1.4444,0.6772,0.9966,0.8369,0,0,0,0,0,0,1,1368.0,23.0,1005.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.171,666.0,1356.0,1026.0,965.0,0.5449,1.4444,0.6772,0.9966,0.8369,0,0,0,0,0,0,1,1336.0,23.0,1021.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.191,663.0,1349.0,1024.0,967.0,0.5325,1.4365,0.6772,0.9799,0.8285,0,0,0,0,0,0,1,1319.0,23.0,1020.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.211,658.0,1336.0,1009.0,956.0,0.5232,1.4226,0.6723,0.9732,0.8227,0,0,0,0,0,0,1,1291.0,61.0,1061.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.231,662.0,1342.0,1011.0,960.0,0.5201,1.4087,0.6408,0.9564,0.7986,0,0,0,0,0,0,1,1277.0,23.0,1021.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.251,660.0,1335.0,1006.0,954.0,0.5139,1.3968,0.6359,0.943,0.7894,0,0,0,0,0,0,1,1273.0,23.0,1022.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.272,658.0,1336.0,1005.0,952.0,0.5139,1.3968,0.6286,0.9362,0.7824,0,0,0,0,0,0,1,1275.0,23.0,1019.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.292,656.0,1338.0,1005.0,952.0,0.5077,1.3968,0.6262,0.9295,0.7779,0,0,0,0,0,0,1,1260.0,23.0,1020.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.312,653.0,1335.0,1002.0,950.0,0.5015,1.3968,0.6262,0.9295,0.7779,0,0,0,0,0,0,1,1259.0,34.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.332,654.0,1338.0,1005.0,951.0,0.4954,1.4008,0.6262,0.9262,0.7762,0,0,0,0,0,0,1,1259.0,23.0,1053.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.352,649.0,1327.0,997.0,942.0,0.4923,1.3948,0.6189,0.9228,0.7709,0,0,0,0,0,0,1,1257.0,23.0,1034.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.373,651.0,1330.0,999.0,946.0,0.4861,1.3849,0.6117,0.9094,0.7605,0,0,0,0,0,0,1,1260.0,23.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.393,651.0,1333.0,1001.0,949.0,0.4861,1.3849,0.6117,0.9094,0.7605,0,0,0,0,0,0,1,1259.0,22.0,1038.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.413,643.0,1316.0,994.0,941.0,0.4861,1.3849,0.6117,0.9094,0.7605,0,0,0,0,0,0,1,1252.0,23.0,1040.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.433,644.0,1318.0,1003.0,941.0,0.4644,1.3611,0.6165,0.8926,0.7546,0,0,0,0,0,0,1,1230.0,23.0,1037.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.453,644.0,1323.0,996.0,941.0,0.4644,1.3611,0.6044,0.8926,0.7485,0,0,0,0,0,0,1,1200.0,553.0,1040.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.473,646.0,1330.0,1004.0,944.0,0.4644,1.371,0.6214,0.8926,0.757,0,0,0,0,0,0,1,1177.0,23.0,1034.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.494,644.0,1342.0,1001.0,944.0,0.4644,1.3849,0.6165,0.9027,0.7596,0,0,0,0,0,0,1,1131.0,24.0,1019.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.514,655.0,1344.0,1004.0,964.0,0.4706,1.4087,0.6238,0.9027,0.7632,0,0,0,0,0,0,1,971.0,23.0,1006.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.534,655.0,1344.0,1004.0,964.0,0.4985,1.4127,0.6238,0.9698,0.7968,0,0,0,0,0,0,1,971.0,23.0,1006.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,,stale,前向灰度趋势变暗，提前离边,-400,-400,1
1.554,656.0,1291.0,1006.0,946.0,0.4985,1.4127,0.6238,0.9698,0.7968,0,0,0,0,0,0,1,1026.0,227.0,1070.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,1,target,前向灰度趋势变暗，提前离边,-400,-400,1
1.574,656.0,1305.0,1014.0,930.0,0.5015,1.3353,0.6286,0.9094,0.769,0,0,0,0,0,0,1,977.0,23.0,1060.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,1,target,前向灰度趋势变暗，提前离边,-400,-400,1
1.594,660.0,1345.0,1007.0,936.0,0.5015,1.3353,0.6311,0.8758,0.7535,0,0,0,0,0,0,1,947.0,23.0,1002.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,1,target,前向灰度趋势变暗，提前离边,-400,-400,1
1.614,664.0,1344.0,1001.0,946.0,0.5139,1.4127,0.6311,0.8758,0.7535,0,0,0,0,0,0,1,868.0,231.0,1038.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.634,663.0,1348.0,992.0,944.0,0.5232,1.4147,0.6165,0.9027,0.7596,0,0,0,0,0,0,1,819.0,24.0,1045.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.654,669.0,1340.0,992.0,939.0,0.5263,1.4127,0.5947,0.9027,0.7487,0,0,0,0,0,0,1,799.0,346.0,1004.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.675,682.0,1345.0,1008.0,963.0,0.5418,1.4147,0.5947,0.9027,0.7487,0,0,0,0,0,0,1,710.0,23.0,1022.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.695,686.0,1345.0,1027.0,977.0,0.582,1.4147,0.6335,0.9664,0.8,0,0,0,0,0,0,1,685.0,23.0,1021.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.715,685.0,1328.0,1028.0,966.0,0.5913,1.4147,0.6796,0.9765,0.8281,0,0,0,0,0,0,1,671.0,32.0,1037.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,1,target,直线退离完成，开始转向,550,-550,1
1.735,684.0,1347.0,1020.0,986.0,0.5913,1.4147,0.6796,1.0134,0.8465,0,0,0,0,0,0,1,642.0,23.0,1036.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,IDLE,,right,0,0,2,target,直线退离完成，开始转向,550,-550,1
